time_s,trip_id,drone_id,mode,relay_id
1297.0,T001,U07,direct,
1298.0,T001,U07,direct,
1299.0,T001,U07,direct,
1300.0,T001,U07,direct,
1301.0,T001,U07,direct,
1302.0,T001,U07,direct,
1303.0,T001,U07,direct,
1304.0,T001,U07,direct,
1305.0,T001,U07,direct,
1306.0,T001,U07,direct,
1307.0,T001,U07,direct,
1308.0,T001,U07,direct,
1309.0,T001,U07,direct,
1310.0,T001,U07,direct,
1311.0,T001,U07,direct,
1312.0,T001,U07,direct,
1313.0,T001,U07,direct,
1314.0,T001,U07,direct,
1315.0,T001,U07,direct,
1316.0,T001,U07,direct,
1317.0,T001,U07,direct,
1318.0,T001,U07,direct,
1319.0,T001,U07,direct,
1320.0,T001,U07,direct,
1321.0,T001,U07,direct,
1322.0,T001,U07,direct,
1323.0,T001,U07,direct,
1324.0,T001,U07,direct,
1325.0,T001,U07,direct,
1326.0,T001,U07,direct,
1327.0,T001,U07,direct,
1328.0,T001,U07,direct,
1329.0,T001,U07,direct,
1330.0,T001,U07,direct,
1331.0,T001,U07,direct,
1332.0,T001,U07,direct,
1333.0,T001,U07,direct,
1334.0,T001,U07,direct,
1335.0,T001,U07,direct,
1336.0,T001,U07,direct,
1337.0,T001,U07,direct,
1338.0,T001,U07,direct,
1339.0,T001,U07,direct,
1340.0,T001,U07,direct,
1341.0,T001,U07,direct,
1342.0,T001,U07,direct,
1343.0,T001,U07,direct,
1344.0,T001,U07,direct,
1345.0,T001,U07,direct,
1346.0,T001,U07,direct,
1347.0,T001,U07,direct,
1348.0,T001,U07,direct,
1349.0,T001,U07,direct,
1350.0,T001,U07,direct,
1351.0,T001,U07,direct,
1352.0,T001,U07,direct,
1353.0,T001,U07,direct,
1354.0,T001,U07,direct,
1355.0,T001,U07,direct,
1356.0,T001,U07,direct,
1357.0,T001,U07,direct,
1358.0,T001,U07,direct,
1359.0,T001,U07,direct,
1360.0,T001,U07,direct,
1361.0,T001,U07,direct,
1362.0,T001,U07,direct,
1363.0,T001,U07,direct,
1364.0,T001,U07,direct,
1365.0,T001,U07,direct,
1366.0,T001,U07,direct,
1367.0,T001,U07,direct,
1368.0,T001,U07,direct,
1369.0,T001,U07,direct,
1370.0,T001,U07,direct,
1371.0,T001,U07,direct,
1372.0,T001,U07,direct,
1373.0,T001,U07,direct,
1374.0,T001,U07,direct,
1375.0,T001,U07,direct,
1376.0,T001,U07,direct,
1377.0,T001,U07,direct,
1378.0,T001,U07,direct,
1379.0,T001,U07,direct,
1380.0,T001,U07,direct,
1381.0,T001,U07,direct,
1382.0,T001,U07,direct,
1383.0,T001,U07,direct,
1384.0,T001,U07,direct,
1385.0,T001,U07,direct,
1386.0,T001,U07,direct,
1387.0,T001,U07,direct,
1388.0,T001,U07,direct,
1389.0,T001,U07,direct,
1390.0,T001,U07,direct,
1391.0,T001,U07,direct,
1392.0,T001,U07,direct,
1393.0,T001,U07,direct,
1394.0,T001,U07,direct,
1395.0,T001,U07,direct,
1396.0,T001,U07,direct,
1397.0,T001,U07,direct,
1398.0,T001,U07,direct,
1399.0,T001,U07,direct,
1400.0,T001,U07,direct,
1401.0,T001,U07,direct,
1402.0,T001,U07,direct,
1403.0,T001,U07,direct,
1404.0,T001,U07,direct,
1405.0,T001,U07,direct,
1406.0,T001,U07,direct,
1407.0,T001,U07,direct,
1408.0,T001,U07,direct,
1409.0,T001,U07,direct,
1410.0,T001,U07,direct,
1411.0,T001,U07,direct,
1412.0,T001,U07,direct,
1413.0,T001,U07,direct,
